23,-34;
-5,-25;
-27,-16;
-30,-18;
40,-18;
19,5;
-1,19;
12,-13;
-26,-10;
-9,-28;
13,-28;
-17,16;
-27,0;
22,-7;
13,-4;
11,1;
7,-2;
10,-13;
3,-1;
-35,10;
36,-8;
-12,0;
-32,24;
27,12;
3,23;
-12,-11;
-11,-2;
3,0;
-28,5;
-11,19;
-9,-10;
-24,13;
16,-23;
26,11;
10,25;
-3,-13;
5,-7;
4,-25;
18,2;
3,2;
-16,-19;
17,14;
7,17;
-27,6;
4,17;
14,-33;
-11,-3;
0,-2;
2,-38;
-19,34;
-7,16;
-9,-5;
-24,25;
14,6;
-5,-30;
-4,-2;
10,15;
-13,11;
19,-4;
-8,-29;
-9,18;
1,-10;
-20,-20;
-15,19;
8,6;
13,-12;
6,-16;
42,-9;
-3,-27;
-44,-8;
-14,4;
-12,-18;
5,8;
9,5;
10,-2;
27,22;
-21,-18;
-12,8;
6,11;
-35,-29;
3,16;
12,15;
-3,6;
-3,-8;
-4,-23;
1,0;
-31,13;
-18,-8;
-6,-14;
-2,-2;
0,-14;
-28,-21;
2,-40;
-5,1;
17,11;
5,-26;
-43,12;
-1,13;
-1,19;
3,-8;
-5,-5;
6,-2;
3,-53;
-9,-7;
38,-14;
38,-31;
22,-1;
-12,-15;
-26,-23;
19,-35;
16,-23;
-12,24;
17,6;
17,-39;
-32,-37;
-3,-13;
7,19;
2,11;
-2,-26;
-25,-9;
8,5;
-12,-16;
-15,-31;
-25,-17;
-32,3;
10,-1;
-4,-3;
3,-10;
13,-13;
-6,-21;
-4,-14;
37,-27;
22,-12;
-12,30;
2,-14;
-15,-2;
-20,19;
-2,-17;
8,-4;
21,9;
9,-10;
1,-8;
-16,-3;
-34,-19;
10,-1;
22,1;
-34,-48;
-6,-24;
6,3;
-17,-19;
16,4;
-7,-9;
-12,-9;
-14,-3;
28,-45;
5,-20;
-29,4;
12,-1;
-41,-10;
32,-1;
56,-3;
-21,4;
17,35;
5,-22;
-31,-16;
12,22;
23,-23;
10,14;
29,5;
7,-42;
-27,-1;
-7,-5;
34,-8;
-25,-8;
-24,6;
18,7;
-28,-44;
-3,5;
39,33;
51,-25;
12,-24;
-8,-15;
-4,-10;
-10,5;
38,-5;
-7,-19;
-24,1;
19,11;
-9,-8;
10,-24;
-18,-11;
-24,7;
15,-16;
-9,-21;
11,0;
10,-9;
12,4;
43,-13;
7,-31;
-13,9;
9,-30;
-7,-30;
-27,6;
2,-9;
5,-32;
-8,-29;
11,-8;
-14,-12;
-12,-22;
-10,-16;
-26,14;
-9,-4;
-4,16;
21,-7;
-3,-76;
0,-1;
15,16;
-16,-37;
1,-24;
-11,-10;
-13,-16;
5,-5;
32,-2;
17,-12;
-13,7;
20,9;
-19,3;
-27,7;
-1,-5;
-23,-13;
-17,2;
-6,15;
15,-8;
12,-60;
-29,-19;
1,14;
-21,-35;
-25,-6;
21,11;
-32,-9;
-23,-23;
-1,5;
-8,-7;
2,-13;
5,7;
12,-44;
6,-8;
-4,15;
-12,-18;
-13,-13;
-6,18;
27,2;
-8,-17;
-28,27;
20,8;
-7,-1;
2,35;
44,-27;
-1,-59;
-19,12;
13,25;
-1,-30;
-19,-36;
-22,-10;
-28,-16;
-15,32;
20,35;
19,-13;
-6,-4;
-26,-37;
-45,-24;
5,13;
32,-7;
-4,6;
9,2;
10,-20;
-19,-11;
14,-5;
28,12;
23,-7;
18,-53;
-9,-12;
7,25;
15,-12;
11,-22;
-2,-13;
24,-25;
11,0;
-16,15;
0,-27;
-26,-14;
12,10;
9,-6;
-8,-5;
-9,-23;
-29,18;
13,43;
14,-36;
-3,-16;
18,-3;
5,-19;
-32,-1;
-33,-27;
-15,-14;
-2,-9;
-11,-12;
16,10;
16,-8;
0,-17;
23,-1;
34,2;
10,2;
-26,-17;
28,-7;
-10,-10;
-19,-14;
41,-7;
-36,-4;
-53,15;
25,-22;
37,-21;
-24,-1;
-11,-3;
7,3;
15,0;
1,21;
0,-6;
14,-29;
-14,14;
27,2;
10,10;
6,-14;
24,-22;
-5,30;
-2,-34;
-24,3;
16,22;
22,-51;
-20,-10;
-6,9;
-27,-26;
-2,-59;
16,-24;
-10,-25;
-18,-17;
-24,34;
8,-23;
12,-23;
8,25;
22,19;
-3,1;
11,-17;
-10,7;
-31,12;
-11,3;
-4,-2;
2,-53;
3,-37;
40,-28;
12,-37;
-14,-32;
-15,-35;
-7,10;
21,-23;
4,-31;
12,-10;
15,-51;
19,-20;
-11,-3;
1,-2;
-1,-7;
-61,-21;
46,-4;
50,-26;
-18,-39;
9,-5;
9,12;
4,-8;
-21,4;
4,11;
2,-18;
-21,-10;
27,-14;
18,-19;
-4,19;
11,14;
22,-6;
17,-21;
11,-46;
39,-3;
9,7;
-5,-27;
15,-12;
-4,8;
10,9;
11,-18;
-7,-8;
10,16;
4,-18;
-7,-8;
-4,16;
3,-21;
9,-24;
13,-11;
13,-34;
-22,2;
6,26;
26,-34;
-19,-7;
8,14;
31,-32;
5,-8;
15,1;
11,6;
-11,14;
2,-1;
36,5;
32,-18;
4,1;
12,7;
-1,-26;
7,-16;
20,-28;
-2,-21;
16,-23;
7,8;
18,15;
14,-23;
-20,6;
-3,-18;
10,-15;
-1,7;
-4,11;
14,-8;
-20,-32;
11,19;
16,-13;
-25,-5;
-5,40;
-23,23;
13,25;
33,-2;
-17,-20;
-21,-8;
-18,-3;
-12,-2;
12,11;
6,21;
-10,10;
5,1;
34,-23;
2,-34;
-11,-12;
37,-26;
3,-33;
-46,-21;
-14,-13;
5,6;
-6,-5;
-5,3;
-13,-2;
-34,-28;
-22,9;
15,8;
-3,-24;
-11,16;
-14,13;
-48,-6;
-13,-18;
24,-35;
-9,16;
-14,-7;
10,-22;
-5,3;
10,-48;
23,-30;
12,-2;
-20,-29;
-30,-11;
-10,-13;
-11,-15;
22,-2;
3,-26;
-13,-6;
4,13;
-24,-3;
-12,7;
45,7;
24,-2;
-34,10;
-7,17;
-1,3;
-14,15;
-5,-3;
-31,-35;
-10,12;
6,-25;
-10,-43;
-7,18;
-12,-14;
-16,-24;
-30,0;
-22,-12;
-6,-27;
1,-24;
0,-9;
-9,-7;
11,-31;
-2,-15;
10,5;
-4,1;
-38,31;
11,-6;
-3,-27;
-32,2;
-22,-12;
-15,-14;
21,-31;
-13,-41;
-45,-4;
-9,9;
-31,13;
-7,-10;
22,-15;
-17,18;
15,-15;
25,-27;
-5,-8;
30,-5;
22,29;
2,23;
0,-12;
-7,18;
11,-13;
1,-39;
1,-25;
-2,-32;
-8,-4;
-4,12;
-11,-3;
-8,-22;
19,-29;
-2,-28;
-11,-4;
20,-17;
28,-7;
2,8;
-26,-2;
21,1;
6,-33;
-9,-17;
-2,-30;
-44,-33;
-34,23;
-8,6;
-6,-8;
-12,-4;
4,-16;
2,-7;
-15,1;
-5,-15;
-33,-1;
-26,12;
18,-17;
-11,-3;
-16,-18;
-11,-20;
14,8;
2,-33;
-41,-13;
17,-2;
22,-20;
-38,-29;
-29,-50;
36,17;
23,-16;
-15,-75;
-13,0;
-30,10;
-18,3;
-13,-12;
-9,-8;
34,42;
16,-7;
5,-4;
24,-7;
-6,-25;
20,14;
16,-13;
-23,-9;
4,5;
10,-23;
-7,-17;
-26,-28;
-23,-44;
-15,-1;
-9,13;
14,-11;
-27,-14;
11,0;
16,25;
-15,23;
14,1;
-10,2;
38,-7;
6,-23;
-5,-22;
37,7;
-12,-4;
8,-36;
-7,-12;
-5,-6;
29,-12;
-6,-22;
-18,-34;
-8,4;
27,0;
11,-15;
-3,9;
7,-8;
-7,-2;
-7,-3;
-5,-2;
0,-1;
10,-14;
28,-17;
-17,-30;
-8,-11;
23,11;
-14,-5;
-3,-11;
-3,-6;
-9,-3;
13,16;
16,-26;
-4,-27;
-9,21;
20,-18;
6,-14;
-14,7;
1,-15;
21,5;
-9,0;
-33,5;
5,-14;
-22,-35;
-27,-5;
19,-24;
17,-5;
8,-3;
-6,-25;
-11,-2;
3,16;
-2,24;
18,-6;
25,-21;
11,-12;
1,-21;
-9,-6;
8,-2;
-12,-6;
-28,20;
-3,10;
-8,-3;
-28,-11;
-23,15;
21,11;
25,-17;
-11,29;
21,-30;
0,-10;
-41,39;
28,-30;
21,3;
-13,-19;
9,-31;
-8,4;
21,-30;
-12,6;
-30,28;
37,-12;
38,-35;
10,-26;
-21,-5;
8,3;
4,22;
-8,9;
30,-5;
7,7;
-8,14;
3,-14;
-1,-36;
31,5;
8,-25;
-9,-36;
45,21;
6,1;
-22,-15;
12,-10;
16,-11;
-7,-4;
-3,21;
14,7;
2,-43;
-2,-16;
11,-6;
4,10;
-18,31;
2,-25;
-3,-28;
-7,1;
27,4;
-7,-26;
-29,-34;
3,19;
-13,3;
-28,-5;
28,24;
31,-15;
1,-18;
5,21;
-15,-8;
6,-22;
-5,-1;
10,-14;
17,-2;
-35,-14;
21,9;
4,58;
-14,-18;
12,-32;
-29,24;
-10,15;
-3,11;
-8,-1;
13,1;
17,-1;
33,-13;
29,-11;
5,-13;
8,-7;
-7,-18;
-16,-19;
15,-2;
8,3;
-2,-13;
5,-48;
-7,-20;
-2,9;
6,-10;
-1,3;
-27,3;
-30,-10;
9,8;
17,15;
10,29;
-5,19;
2,-16;
-5,6;
-25,-8;
-8,-14;
-1,28;
21,-6;
8,-38;
-3,-16;
19,10;
11,22;
9,0;
-10,-19;
-16,-23;
-16,0;
-23,12;
32,-30;
42,-33;
2,-22;
25,-10;
14,-8;
-12,-34;
26,-5;
20,-7;
-1,-39;
-6,-11;
7,5;
11,-35;
7,-19;
4,29;
-21,1;
6,4;
38,1;
-9,-36;
-24,4;
39,2;
-2,-22;
-8,-23;
9,-52;
-38,-23;
-12,16;
23,-23;
9,-34;
-15,-7;
14,-3;
-17,-24;
-18,-43;
29,-8;
-8,-20;
1,-18;
41,0;
39,-5;
28,12;
11,-12;
7,16;
2,12;
-8,-23;
8,25;
-36,7;
-27,-16;
24,12;
-18,-17;
-17,-18;
-3,18;
0,-2;
-4,-41;
-23,-26;
-14,21;
-18,6;
19,-10;
7,1;
-22,-7;
12,-7;
-1,14;
-12,11;
-13,-4;
11,16;
12,-10;
-3,-4;
29,13;
-7,-5;
-6,16;
37,-11;
5,-11;
21,16;
18,-14;
0,7;
18,6;
-36,-28;
-14,2;
44,-1;
6,-13;
2,-12;
-1,-5;
-25,2;
-14,-2;
-10,15;
-12,7;
4,-29;
-8,-24;
-11,-31;
10,-37;
-7,9;
-14,-8;
-13,10;
-21,32;
7,1;
8,2;
-22,-3;
1,27;
29,9;
1,-13;
-18,18;
21,-8;
21,-26;
-9,-38;
-24,-50;
-28,-4;
8,10;
16,-49;
-15,-39;
-27,-12;
-22,-37;
-12,9;
4,10;
-27,-10;
-10,17;
10,11;
-22,-19;
3,-31;
12,-19;
18,-24;
28,1;
16,3;
21,-14;
-1,-33;
-14,-8;
1,-3;
-20,-31;
-22,25;
-6,19;
-15,-21;
-4,-9;
-1,-5;
-41,-31;
-19,-9;
36,28;
13,0;
10,-28;
14,2;
15,-8;
33,-25;
-6,18;
-6,-1;
-17,-4;
-21,15;
26,-2;
-1,-2;
-19,-8;
9,-2;
6,39;
-13,19;
7,-18;
16,-10;
16,-18;
10,-2;
19,-6;
29,-18;
7,20;
20,-27;
16,-36;
-8,2;
-7,-11;
8,6;
13,-21;
-4,-29;
1,5;
9,-13;
-3,-8;
11,18;
25,-30;
4,-12;
-14,20;
-7,-19;
16,35;
-1,0;
-31,-49;
16,0;
0,-27;
-20,-1;
9,35;
1,-17;
27,-23;
5,-13;
6,-9;
23,-3;
-4,-25;
25,10;
0,-12;
-33,-30;
2,25;
-2,8;
-6,-9;
20,-7;
6,8;
-35,6;
-19,4;
16,4;
5,-9;
23,12;
35,6;
-31,-22;
-29,13;
6,26;
0,-17;
25,2;
4,-2;
12,8;
32,18;
24,-16;
23,2;
-21,-11;
21,-2;
31,-12;
-38,-34;
2,29;
16,-8;
-25,-39;
-2,23;
-13,15;
-32,-21;
17,4;
18,18;
-20,-11;
9,-6;
33,3;
-5,-12;
-5,-13;
-5,-14;
-26,-4;
10,-8;
-9,-35;
-30,22;
8,4;
-8,-29;
-32,31;
1,-7;
1,-43;
-25,8;
-21,7;
-16,-33;
22,4;
-13,-19;
-26,-40;
-20,18;
-40,22;
-17,-9;
-25,-10;
-19,7;
-20,27;
-9,3;
-13,-35;
-11,3;
23,4;
-5,-17;
-14,-44;
-5,-29;
-9,29;
-4,18;
3,-1;
-1,-14;
-25,5;
35,4;
19,-35;
-27,14;
38,14;
1,-55;
-49,2;
-9,18;
5,-20;
-20,-6;
0,8;
49,13;
25,-44;
-26,-13;
-20,-3;
-5,-23;
9,28;
19,-6;
-10,-21;
-35,-1;
25,-15;
6,-23;
-15,4;
60,-28;
20,-59;
-8,-4;
13,-16;
6,-16;
21,17;
15,-40;
-14,-39;
2,-16;
11,-35;
9,-25;
-5,-17;
8,10;
30,-27;
13,-23;
24,-26;
-13,-69;
3,-27;
4,-9;
-32,31;
30,20;
31,-17;
12,11;
-4,0;
8,-4;
6,1;
-4,-25;
23,-36;
4,-11;
33,-1;
15,-6;
-14,16;
6,16;
-20,-23;
-12,-17;
-8,27;
-30,36;
13,8;
-9,-29;
-23,-3;
30,-10;
25,-29;
15,18;
-30,-10;
7,-15;
16,-9;
-58,-8;
17,24;
26,-13;
-3,6;
28,8;
-20,-45;
-14,-22;
-4,10;
-18,-9;
4,-11;
-19,6;
-30,-22;
-16,12;
6,18;
-12,-17;
6,25;
52,-4;
-27,-17;
-32,23;
17,-19;
5,-39;
8,-24;
13,-20;
11,-7;
1,3;
27,-15;
12,-4;
-20,4;
-4,-11;
-2,-15;
1,-34;
13,-19;
36,2;
3,9;
-38,-20;
-23,-25;
-2,20;
18,12;
28,-16;
13,-26;
6,-9;
32,-9;
-16,-30;
-45,-22;
-6,11;
19,26;
25,0;
-5,-13;
18,-13;
0,-25;
-26,-13;
15,-5;
-20,14;
-16,10;
18,6;
-7,32;
-1,-15;
11,-4;
8,-2;
-27,-19;
-15,30;
30,-10;
-7,-34;
32,-32;
45,-24;
-29,9;
2,5;
19,1;
-59,-3;
-24,1;
36,-36;
-45,-19;
-11,-6;
36,-45;
-22,-10;
-22,-29;
7,-22;
0,8;
-23,-11;
23,13;
25,-1;
-4,-9;
11,10;
13,6;
15,3;
10,-41;
18,-24;
3,22;
-14,-31;
7,-30;
12,7;
-14,20;
-2,4;
8,-2;
8,6;
25,-32;
33,1;
20,1;
-18,-17;
-15,6;
-5,-16;
0,-30;
0,-41;
-21,-32;
0,-11;
-2,-15;
-15,-20;
35,-22;
11,-3;
4,-8;
17,-54;
0,-24;
2,-11;
-23,14;
20,13;
11,-41;
7,-16;
44,-24;
-22,-23;
-17,21;
47,10;
27,-12;
10,22;
18,12;
-15,-14;
-25,-15;
6,-26;
10,24;
-2,55;
20,16;
15,-18;
2,-14;
-1,-28;
-51,-14;
-29,40;
27,35;
20,-10;
-6,-8;
4,13;
4,-15;
-19,-23;
-12,-12;
-17,-14;
-2,-37;
4,-4;
1,-2;
10,-22;
-3,34;
-15,-22;
-4,-33;
-10,17;
-14,-25;
5,5;
4,25;
13,-30;
-10,-11;
-28,13;
-26,-5;
8,-20;
17,-36;
-18,-20;
16,-3;
9,-1;
-11,14;
-31,-1;
-17,-20;
33,-5;
-9,-4;
-17,-17;
-11,6;
-20,10;
-28,-7;
7,6;
36,5;
-7,8;
-3,-11;
-8,-3;
19,1;
26,-41;
-15,-3;
0,4;
34,-16;
-1,-6;
-20,8;
3,-6;
-46,-7;
13,0;
50,-25;
-24,-21;
-21,-3;
-3,19;
10,-22;
-13,-24;
26,-9;
36,-41;
-42,-1;
-6,10;
7,-25;
-30,-9;
-18,-19;
-8,-35;
-15,-6;
10,-30;
19,-30;
-38,-6;
-34,4;
-11,4;
-17,-26;
-5,2;
20,11;
-3,-2;
20,30;
47,10;
-1,-27;
2,-21;
1,-9;
15,5;
-1,7;
-21,-14;
0,-3;
28,5;
36,-2;
-2,-3;
5,-15;
10,19;
-19,5;
1,1;
15,-8;
-32,-25;
-13,19;
-11,15;
5,3;
-3,-12;
-49,1;
-33,-25;
-21,-5;
38,13;
14,-39;
-22,-14;
-5,0;
-37,-4;
-33,-19;
17,8;
1,17;
-35,5;
-10,8;
-9,-15;
-9,-11;
12,-10;
19,-14;
-22,-11;
-32,9;
13,17;
-13,13;
-18,22;
27,13;
-16,-8;
-20,-35;
5,-3;
9,9;
12,-28;
-30,-5;
-34,-29;
10,-24;
26,1;
2,-13;
13,-21;
20,9;
-12,7;
-23,-21;
13,14;
29,-6;
0,-11;
15,7;
24,-3;
-12,-31;
3,-28;
3,-21;
-24,-36;
22,-18;
9,-9;
-21,7;
14,-22;
-2,-18;
4,3;
24,-14;
21,-16;
-13,-40;
-14,-7;
45,0;
2,-13;
14,-8;
26,-37;
-57,-25;
-31,-11;
8,-18;
-27,-19;
-29,1;
-13,-7;
-2,-2;
6,2;
-6,-24;
-6,-1;
-9,18;
-11,34;
1,11;
-3,-12;
-7,7;
30,-32;
17,-21;
0,8;
-2,-21;
-20,-13;
9,-2;
-1,17;
-10,14;
30,2;
30,12;
-10,-5;
-5,-16;
8,-12;
-26,13;
-14,22;
27,-7;
10,-26;
-1,14;
12,-7;
-27,-24;
-19,-5;
36,-49;
39,-11;
14,10;
8,-18;
13,-6;
4,-5;
9,-18;
-1,-10;
0,-24;
-3,-18;
14,19;
44,-29;
10,-36;
3,-22;
-1,-3;
10,-3;
-10,-25;
-43,9;
12,-13;
-12,-13;
-57,15;
7,-7;
19,-28;
2,-19;
30,-13;
-12,-6;
9,-1;
49,-37;
-18,8;
-26,24;
17,-21;
17,8;
3,2;
-3,-11;
-1,-8;
17,-12;
-14,-11;
-31,-25;
-19,-2;
10,10;
39,-9;
-12,5;
0,19;
28,11;
-20,-24;
-24,-1;
-2,7;
-15,-35;
-16,2;
-4,-21;
-2,-29;
-4,13;
-12,-10;
-6,7;
22,-6;
25,-2;
-9,5;
-18,-17;
4,19;
22,8;
10,-2;
-12,-9;
-8,-5;
2,21;
-1,-4;
9,7;
15,14;
-12,-11;
-26,-3;
8,6;
24,11;
-2,2;
7,-9;
-10,-11;
-51,-1;
-13,36;
30,20;
7,4;
-13,-11;
-16,-39;
-34,6;
16,3;
24,-33;
-44,-24;
-10,4;
50,6;
1,-27;
-19,-4;
12,19;
-11,-23;
15,-17;
44,6;
8,-19;
-8,1;
16,-14;
21,-42;
-28,-21;
-1,-32;
15,-4;
-34,24;
-12,-22;
-10,-39;
-24,2;
16,14;
10,-23;
-34,-17;
0,-31;
-1,-42;
-28,16;
1,-21;
-5,-30;
-19,15;
8,-30;
2,-23;
1,12;
14,1;
9,-11;
15,-13;
-10,25;
21,4;
26,-21;
-24,2;
8,-1;
-2,-1;
-33,8;
17,-5;
5,-34;
-9,-19;
29,-17;
25,-6;
-19,16;
-36,2;
1,9;
-21,-12;
-42,-28;
-6,9;
-2,14;
-26,13;
-13,28;
6,14;
17,-12;
6,-15;
-14,-18;
-7,24;
8,36;
16,-31;
-4,10;
-1,22;
18,-26;
-2,-1;
-7,-5;
16,1;
2,9;
14,-13;
20,-38;
-2,-15;
27,18;
33,-28;
-20,-6;
3,10;
29,-28;
-30,-19;
-19,3;
2,10;
-10,12;
-16,23;
-7,-10;
28,-15;
2,-3;
-35,-7;
-24,-9;
-25,12;
15,25;
8,-9;
-20,23;
-19,2;
-53,-2;
-9,28;
4,-7;
27,-18;
13,3;
-16,54;
22,10;
-57,-3;
-10,-2;
17,-53;
-32,-2;
25,-25;
-13,-53;
-11,-10;
17,-31;
6,-30;
-4,-7;
-14,9;
5,3;
5,-26;
25,-11;
11,-15;
-6,-22;
16,7;
10,-3;
5,-11;
-4,-9;
-32,28;
-12,39;
-2,-34;
-24,11;
9,17;
-19,-24;
7,33;
53,6;
-27,-28;
30,3;
35,-4;
-28,11;
24,29;
-6,3;
14,4;
10,-3;
10,-1;
23,3;
-19,-6;
16,-21;
-15,-29;
2,12;
25,5;
-9,-26;
10,5;
-6,2;
-13,-6;
13,-1;
2,-2;
3,14;
-29,-23;
-9,-19;
19,-25;
-59,-25;
-1,22;
44,-41;
-20,-28;
-4,14;
21,-41;
-17,-13;
-28,1;
11,3;
4,2;
-4,-42;
1,-2;
1,14;
37,-39;
-3,-45;
-23,-6;
1,2;
8,-1;
13,4;
-14,-2;
-6,-5;
-8,-7;
-19,-27;
-13,-28;
11,23;
2,12;
10,-16;
21,12;
-25,2;
-24,-19;
-9,3;
7,-2;
-6,-4;
19,3;
7,-57;
-50,-27;
29,35;
27,3;
0,7;
21,-32;
-33,-27;
29,25;
37,-27;
-1,-27;
